source_department,source_id,business_key,name,address,pincode,pan,gstin,owner_name,nic_code,industry_sector,city,inspection_dates,event_history,closure_date,name_norm,address_norm,pincode_prefix,name_phonetic,ubid,link_confidence,veto_applied,veto_reason
electricity,ele_55,BIZ-00055,Shri Unity Bakery 55 Traders,"Door 55, Industrial Area, Bengaluru",560055,ABCDE0055F,29ABCDE0055F1Z2,Owner 55,1071,Bakery,Bengaluru,2023-02-15|2023-05-16|2023-08-14|2023-11-12|2024-02-10|2024-05-10,inspection:2023-02-15|inspection:2023-05-16|inspection:2023-08-14|inspection:2023-11-12|inspection:2024-02-10|inspection:2024-05-10|electricity_bill:2025-07-08|electricity_bill:2025-08-06|electricity_bill:2025-09-07|electricity_bill:2025-10-03|electricity_bill:2025-11-01|electricity_bill:2025-12-05|electricity_bill:2026-01-05|electricity_bill:2026-01-31|electricity_bill:2026-03-03|electricity_bill:2026-04-03|electricity_bill:2026-05-03,,unity bakery 55,door 55 industrial area bengaluru,560,U531-UNT BKR ,UBID-000108,1.0,False,
shops,sho_56,BIZ-00056,Shri Malnad Retail 56 LLP,"Plot 56, Main Road, Mysuru",560056,ABCDE0056F,29ABCDE0056F1Z3,Owner 56,4711,Retail,Mysuru,2023-01-06|2023-04-06|2023-07-05,inspection:2023-01-06|inspection:2023-04-06|inspection:2023-07-05|renewal:2024-04-25|renewal:2026-04-25,,malnad retail 56,plot 56 main road mysuru,560,M453-MLNT RTL ,UBID-000109,0.95,False,
factories,fac_56,BIZ-00056,Shri Malnad Retail 56 Traders,"No 56, Main Road, Industrial Area, Mysuru",560056,ABCDE0056F,29ABCDE0056F1Z3,Owner 56,4711,Retail,Mysuru,2023-01-02|2023-04-05|2023-07-04,inspection:2023-01-02|inspection:2023-04-05|inspection:2023-07-04|renewal:2024-04-06|renewal:2025-04-05|renewal:2026-04-06,,malnad retail 56,no 56 main road industrial area mysuru,560,M453-MLNT RTL ,UBID-000109,0.95,False,
pollution,pol_56,BIZ-00056,Shri Malnad Retail 56 Traedrs,"No 56, Main Road, Industrial Area, Mysuru",560056,,29ABCDE0056F1Z3,Owner 56,4711,Retail,Mysuru,2023-01-07|2023-04-04|2023-07-06,inspection:2023-01-07|inspection:2023-04-04|inspection:2023-07-06,,malnad retail 56 traedrs,no 56 main road industrial area mysuru,560,M453-MLNT RTL TRTRS,UBID-000110,0.5,False,
electricity,ele_56,BIZ-00056,Malnad Retail 56 Retails,"No 56, Main Road, Industrial Area, Mysuru",560056,ABCDE0056F,29ABCDE0056F1Z3,Owner 56,4711,Retail,Mysuru,2023-01-13|2023-04-08|2023-06-30,inspection:2023-01-13|inspection:2023-04-08|inspection:2023-06-30|electricity_bill:2025-10-05|electricity_bill:2025-11-03|electricity_bill:2025-12-01|electricity_bill:2026-01-02|electricity_bill:2026-02-03|electricity_bill:2026-03-02|electricity_bill:2026-04-01|electricity_bill:2026-05-01,,malnad retail 56 retails,no 56 main road industrial area mysuru,560,M453-MLNT RTL RTLS,UBID-000111,0.5,False,
shops,sho_57,BIZ-00057,Premier Fabrication 57 LLP,"No 57, Main Road, Industrial Area, Hubballi",560057,ABCDE0057F,29ABCDE0057F1Z4,Owner 57,2599,Fabrication,Hubballi,2023-01-26|2023-04-26|2023-07-25|2023-10-23|2024-01-21,inspection:2023-01-26|inspection:2023-04-26|inspection:2023-07-25|inspection:2023-10-23|inspection:2024-01-21|renewal:2024-04-05|renewal:2026-04-23,,premier fabrication 57,no 57 main road industrial area hubballi,560,P656-PRMR FBRKXN ,UBID-000112,1.0,False,
factories,fac_57,BIZ-00057,Shri Premier Fabrication 57 Pvt Ltd,"No 57, Main Road, Industrial Area, Hubballi",560057,ABCDE0057F,29ABCDE0057F1Z4,Owner 57,2599,Fabrication,Hubballi,2023-01-25|2023-04-25|2023-07-24|2023-10-22|2024-01-20,inspection:2023-01-25|inspection:2023-04-25|inspection:2023-07-24|inspection:2023-10-22|inspection:2024-01-20|renewal:2025-04-05|renewal:2026-04-02,,premier fabrication 57,no 57 main road industrial area hubballi,560,P656-PRMR FBRKXN ,UBID-000112,1.0,False,
pollution,pol_57,BIZ-00057,Premier Fabrication 57 Fabrications,"No 57, Main Road, Industrial Area, Hubballi",560057,ABCDE0057F,29ABCDE0057F1Z4,Owner 57,2599,Fabrication,Hubballi,2023-01-27|2023-04-27|2023-08-04|2023-10-24|2024-01-22,inspection:2023-01-27|inspection:2023-04-27|inspection:2023-08-04|inspection:2023-10-24|inspection:2024-01-22|filing:2026-05-05,,premier fabrication 57 fabrications,no 57 main road industrial area hubballi,560,P656-PRMR FBRKXN FBRKXNS,UBID-000112,1.0,False,
electricity,ele_57,BIZ-00057,M/s Premier Fabrication 57 LLP,"Door 57, Industrial Area, Hubballi",560057,ABCDE0057F,29ABCDE0057F1Z4,Owner 57,2599,Fabrication,Hubballi,2023-01-28|2023-04-28|2023-07-27|2023-10-25|2024-01-23,inspection:2023-01-28|inspection:2023-04-28|inspection:2023-07-27|inspection:2023-10-25|inspection:2024-01-23|electricity_bill:2026-01-05|electricity_bill:2026-02-03|electricity_bill:2026-03-03|electricity_bill:2026-04-02|electricity_bill:2026-05-04,,m s premier fabrication 57,door 57 industrial area hubballi,560,M216-M S PRMR FBRKXN ,UBID-000112,1.0,False,
electricity,ele_57_dup,BIZ-00057,M/s Premier Fabrication 57 LLP,"Door 57, Industrial Area, Hubballi",560057,ABCDE0057F,29ABCDE0057F1Z4,Owner 57,2599,Fabrication,Hubballi,2023-01-28|2023-04-28|2023-07-27|2023-10-25|2024-01-23,inspection:2023-01-28|inspection:2023-04-28|inspection:2023-07-27|inspection:2023-10-25|inspection:2024-01-23|electricity_bill:2026-01-05|electricity_bill:2026-02-03|electricity_bill:2026-03-03|electricity_bill:2026-04-02|electricity_bill:2026-05-04,,m s premier fabrication 57,door 57 industrial area hubballi,560,M216-M S PRMR FBRKXN ,UBID-000112,1.0,False,
shops,sho_58,BIZ-00058,Karnataka Lodging 58,"Door 58, Industrial Area, Mangaluru",560058,ABCDE0058F,,Owner 58,5510,Lodging,Mangaluru,2023-01-13|2023-04-13|2023-07-12,inspection:2023-01-13|inspection:2023-04-13|inspection:2023-07-12|renewal:2024-04-22|renewal:2025-04-17|renewal:2026-04-02,,karnataka lodging 58,door 58 industrial area mangaluru,560,K653-KRNTK LJNK ,UBID-000113,0.5,False,
factories,fac_58,BIZ-00058,Shri Karnataka Lodging 58 Traders,"No 58, Main Road, Industrial Area, Mangaluru",560058,ABCDE0058F,29ABCDE0058F1Z5,Owner 58,5510,Lodging,Mangaluru,2023-01-12|2023-04-21|2023-07-11,inspection:2023-01-12|inspection:2023-04-21|inspection:2023-07-11|renewal:2026-04-08,,karnataka lodging 58,no 58 main road industrial area mangaluru,560,K653-KRNTK LJNK ,UBID-000114,0.5,False,
pollution,pol_58,BIZ-00058,Sri Karnataka Lodging 58P vt Ltd,"No 58, Main Road, Industrial Area, Mangaluru",560058,ABCDE0058F,,Owner 58,5510,Lodging,Mangaluru,2023-01-14|2023-04-14|2023-07-13,inspection:2023-01-14|inspection:2023-04-14|inspection:2023-07-13,,karnataka lodging 58p vt,no 58 main road industrial area mangaluru,560,K653-KRNTK LJNK P FT,UBID-000115,0.5,False,
electricity,ele_58,BIZ-00058,M/s Karnataka Lodging 58 Enterprises,"Door 58, Industrial Area, Mangaluru",560058,ABCDE0058F,29ABCDE0058F1Z5,Owner 58,5510,Lodging,Mangaluru,2023-01-15|2023-04-15|2023-07-14,inspection:2023-01-15|inspection:2023-04-15|inspection:2023-07-14|electricity_bill:2025-10-06|electricity_bill:2025-11-03|electricity_bill:2025-12-02|electricity_bill:2026-01-01|electricity_bill:2026-02-01|electricity_bill:2026-03-05|electricity_bill:2026-04-02|electricity_bill:2026-04-30,,m s karnataka lodging 58,door 58 industrial area mangaluru,560,M226-M S KRNTK LJNK ,UBID-000116,0.5,False,
shops,sho_59,BIZ-00059,M/s Lakshmi Restaurant 59,"No 59, Main Road, Industrial Area, Belagavi",560059,ABCDE0059F,29ABCDE0059F1Z6,Owner 59,5610,Restaurant,Belagavi,2023-02-07|2023-05-08|2023-07-30|2023-11-04|2024-02-02,inspection:2023-02-07|inspection:2023-05-08|inspection:2023-07-30|inspection:2023-11-04|inspection:2024-02-02|renewal:2024-04-23|renewal:2026-04-21,,m s lakshmi restaurant 59,no 59 main road industrial area belagavi,560,M242-M S LKXM RSTRNT ,UBID-000117,1.0,False,
shops,sho_59_dup,BIZ-00059,M/s Lkashmi Restaurant 59,"Door 59, Industrial Area, Belagavi",560059,ABCDE0059F,29ABCDE0059F1Z6,Owner 59,5610,Restaurant,Belagavi,2023-02-07|2023-05-08|2023-07-30|2023-11-04|2024-02-02,inspection:2023-02-07|inspection:2023-05-08|inspection:2023-07-30|inspection:2023-11-04|inspection:2024-02-02|renewal:2024-04-23|renewal:2026-04-21,,m s lkashmi restaurant 59,door 59 industrial area belagavi,560,M242-M S LKXM RSTRNT ,UBID-000117,1.0,False,
factories,fac_59,BIZ-00059,Shri Lakshmi Restaurant 59 Enterprises,"No 59, Main Road, Industrial Area, Belagavi",560059,ABCDE0059F,29ABCDE0059F1Z6,Owner 59,5610,Restaurant,Belagavi,2023-02-06|2023-05-07|2023-08-05|2023-11-03|2024-02-01,inspection:2023-02-06|inspection:2023-05-07|inspection:2023-08-05|inspection:2023-11-03|inspection:2024-02-01|renewal:2024-04-27|renewal:2026-04-01,,lakshmi restaurant 59,no 59 main road industrial area belagavi,560,L256-LKXM RSTRNT ,UBID-000117,1.0,False,
pollution,pol_59,BIZ-00059,M/ sLakshmi Restaurant 59 LLP,"No 59, Main Road, Industrial Area, Belagavi",560059,ABCDE0059F,29ABCDE0059F1Z6,Owner 59,5610,Restaurant,Belagavi,2023-02-08|2023-05-09|2023-08-07|2023-11-05|2024-02-03,inspection:2023-02-08|inspection:2023-05-09|inspection:2023-08-07|inspection:2023-11-05|inspection:2024-02-03,,m slakshmi restaurant 59,no 59 main road industrial area belagavi,560,M242-M SLKXM RSTRNT ,UBID-000117,1.0,False,
electricity,ele_59,BIZ-00059,Lakshmi Restaurant 59,"No 59, Main Road, Industrial Area, Belagavi",560059,ABCDE0059F,29ABCDE0059F1Z6,Owner 59,5610,Restaurant,Belagavi,2023-02-09|2023-05-10|2023-08-08|2023-11-06|2024-02-04,inspection:2023-02-09|inspection:2023-05-10|inspection:2023-08-08|inspection:2023-11-06|inspection:2024-02-04|electricity_bill:2025-09-05|electricity_bill:2025-10-07|electricity_bill:2025-11-02|electricity_bill:2025-12-03|electricity_bill:2026-01-02|electricity_bill:2026-02-03|electricity_bill:2026-03-02|electricity_bill:2026-04-04|electricity_bill:2026-05-03,,lakshmi restaurant 59,no 59 main road industrial area belagavi,560,L256-LKXM RSTRNT ,UBID-000117,1.0,False,
shops,sho_60,BIZ-00060,Shri Aditya Bakery 60 LLP,"Plot 60, Main Road, Bengaluru",560060,ABCDE0060F,29ABCDE0060F1Z7,Owner 60,1071,Bakery,Bengaluru,2023-02-08|2023-05-09|2023-08-02,inspection:2023-02-08|inspection:2023-05-09|inspection:2023-08-02|renewal:2024-04-19|renewal:2025-04-16,,aditya bakery 60,plot 60 main road bengaluru,560,A331-ATTY BKR ,UBID-000118,1.0,False,
shops,sho_60_dup,BIZ-00060,Shri Aditya Bakery 60 LLP,"Door 60, Industrial Area, Bengaluru",560060,ABCDE0060F,29ABCDE0060F1Z7,Owner 60,1071,Bakery,Bengaluru,2023-02-08|2023-05-09|2023-08-02,inspection:2023-02-08|inspection:2023-05-09|inspection:2023-08-02|renewal:2024-04-19|renewal:2025-04-16,,aditya bakery 60,door 60 industrial area bengaluru,560,A331-ATTY BKR ,UBID-000118,1.0,False,
factories,fac_60,BIZ-00060,Sri Aditya Bakery 60 LLP,"No 60, Main Road, Industrial Area, Bengaluru",560060,ABCDE0060F,29ABCDE0060F1Z7,Owner 60,1071,Bakery,Bengaluru,2023-02-02|2023-05-03|2023-08-01,inspection:2023-02-02|inspection:2023-05-03|inspection:2023-08-01|renewal:2024-04-24|renewal:2025-04-03|renewal:2026-04-06,,aditya bakery 60,no 60 main road industrial area bengaluru,560,A331-ATTY BKR ,UBID-000118,0.95,False,
pollution,pol_60,BIZ-00060,M/s Aditya Bakery 60 Enterprises,"60 Main Rd, Ind Area, Bengaluru",560060,ABCDE0060F,29ABCDE0060F1Z7,Owner 60,1071,Bakery,Bengaluru,2023-02-04|2023-05-10|2023-08-03,inspection:2023-02-04|inspection:2023-05-10|inspection:2023-08-03,,m s aditya bakery 60,60 main rd ind area bengaluru,560,M233-M S ATTY BKR ,UBID-000119,0.5,False,
electricity,ele_60,BIZ-00060,Aditya Bakery 60 Bakerys,"No 60, Main Road, Industrial Area, Bengaluru",560060,,29ABCDE0060F1Z7,Owner 60,1071,Bakery,Bengaluru,2023-02-05|2023-05-06|2023-08-04,inspection:2023-02-05|inspection:2023-05-06|inspection:2023-08-04|electricity_bill:2026-02-02|electricity_bill:2026-03-02|electricity_bill:2026-04-03|electricity_bill:2026-05-02,,aditya bakery 60 bakerys,no 60 main road industrial area bengaluru,560,A331-ATTY BKR BKRS,UBID-000120,0.5,False,
shops,sho_61,BIZ-00061,Shri Premier Retail 61 Enterprises,"Plot 61, Main Road, Mysuru",560061,ABCDE0061F,29ABCDE0061F1Z8,Owner 61,4711,Retail,Mysuru,2023-02-02|2023-05-03|2023-08-01|2023-10-30|2024-01-28,inspection:2023-02-02|inspection:2023-05-03|inspection:2023-08-01|inspection:2023-10-30|inspection:2024-01-28|renewal:2025-04-23|renewal:2026-04-11,,premier retail 61,plot 61 main road mysuru,560,P656-PRMR RTL ,UBID-000121,1.0,False,
factories,fac_61,BIZ-00061,Sri Premier Retail 61 Pvt Ltd,"Plot 61, Main Road, Mysuru",560061,ABCDE0061F,29ABCDE0061F1Z8,Owner 61,4711,Retail,Mysuru,2023-02-01|2023-05-02|2023-07-31|2023-10-29|2024-01-27,inspection:2023-02-01|inspection:2023-05-02|inspection:2023-07-31|inspection:2023-10-29|inspection:2024-01-27|renewal:2025-04-14|renewal:2026-04-12,,premier retail 61,plot 61 main road mysuru,560,P656-PRMR RTL ,UBID-000121,1.0,False,
pollution,pol_61,BIZ-00061,Sri Premier Retail 61 Pvt Ltd,"No 61, Main Road, Industrial Area, Mysuru",560061,ABCDE0061F,29ABCDE0061F1Z8,Owner 61,4711,Retail,Mysuru,2023-02-03|2023-05-04|2023-08-02|2023-10-28|2024-01-29,inspection:2023-02-03|inspection:2023-05-04|inspection:2023-08-02|inspection:2023-10-28|inspection:2024-01-29|filing:2026-05-05,,premier retail 61,no 61 main road industrial area mysuru,560,P656-PRMR RTL ,UBID-000121,1.0,False,
electricity,ele_61,BIZ-00061,Sri Premier Retail 61 Traders,"No 61, Main Road, Industrial Area, Mysuru",560061,ABCDE0061F,29ABCDE0061F1Z8,Owner 61,4711,Retail,Mysuru,2023-02-04|2023-05-05|2023-08-03|2023-11-06|2024-01-30,inspection:2023-02-04|inspection:2023-05-05|inspection:2023-08-03|inspection:2023-11-06|inspection:2024-01-30|electricity_bill:2026-01-30|electricity_bill:2026-03-03|electricity_bill:2026-04-03|electricity_bill:2026-05-04,,premier retail 61,no 61 main road industrial area mysuru,560,P656-PRMR RTL ,UBID-000121,1.0,False,
shops,sho_62,BIZ-00062,M/s Chamundi Fabrication 62 LLP,"No 62, Main Road, Industrial Area, Hubballi",560062,ABCDE0062F,29ABCDE0062F1Z9,Owner 62,2599,Fabrication,Hubballi,2023-01-30|2023-04-25|2023-07-24|2023-10-22|2024-01-20,inspection:2023-01-30|inspection:2023-04-25|inspection:2023-07-24|inspection:2023-10-22|inspection:2024-01-20|renewal:2024-04-22|renewal:2025-04-25|renewal:2026-04-03,,m s chamundi fabrication 62,no 62 main road industrial area hubballi,560,M225-M S XMNT FBRKXN ,UBID-000122,1.0,False,
factories,fac_62,BIZ-00062,Sri Chamundi Fabrication 62 Enterprises,"No 62, Main Road, Industrial Area, Hubballi",560062,ABCDE0062F,,Owner 62,2599,Fabrication,Hubballi,2023-01-24|2023-04-24|2023-07-23|2023-10-21|2024-01-19,inspection:2023-01-24|inspection:2023-04-24|inspection:2023-07-23|inspection:2023-10-21|inspection:2024-01-19|renewal:2025-04-11|renewal:2026-04-23,,chamundi fabrication 62,no 62 main road industrial area hubballi,560,C553-XMNT FBRKXN ,UBID-000123,0.95,False,
pollution,pol_62,BIZ-00062,Shir Chamundi Fabrication 62 Enterprises,"62 Main Rd, Ind Area, Hubballi",560062,ABCDE0062F,29ABCDE0062F1Z9,Owner 62,2599,Fabrication,Hubballi,2023-01-26|2023-04-26|2023-07-25|2023-10-28|2024-01-21,inspection:2023-01-26|inspection:2023-04-26|inspection:2023-07-25|inspection:2023-10-28|inspection:2024-01-21|filing:2026-05-05,,shir chamundi fabrication 62,62 main rd ind area hubballi,560,S625-XR XMNT FBRKXN ,UBID-000122,1.0,False,
electricity,ele_62,BIZ-00062,Shri Chamundi Fabrication 62 LLP,"Plot 62, Main Road, Hubballi",560062,ABCDE0062F,,Owner 62,2599,Fabrication,Hubballi,2023-01-27|2023-04-27|2023-07-26|2023-10-17|2024-01-22,inspection:2023-01-27|inspection:2023-04-27|inspection:2023-07-26|inspection:2023-10-17|inspection:2024-01-22|electricity_bill:2025-08-04|electricity_bill:2025-09-06|electricity_bill:2025-10-06|electricity_bill:2025-11-01|electricity_bill:2025-12-03|electricity_bill:2026-01-03|electricity_bill:2026-01-30|electricity_bill:2026-03-05|electricity_bill:2026-04-04|electricity_bill:2026-05-03,,chamundi fabrication 62,plot 62 main road hubballi,560,C553-XMNT FBRKXN ,UBID-000123,0.95,False,
shops,sho_63,BIZ-00063,Shri Ganesh Lodging 63 LLP,"No 63, Main Road, Industrial Area, Mangaluru",560063,ABCDE0063F,29ABCDE0063F1Z1,Owner 63,5510,Lodging,Mangaluru,2023-01-31|2023-05-01|2023-07-30|2023-10-25|2024-01-26|2024-04-25,inspection:2023-01-31|inspection:2023-05-01|inspection:2023-07-30|inspection:2023-10-25|inspection:2024-01-26|inspection:2024-04-25|closure:2025-06-11,2025-06-11,ganesh lodging 63,no 63 main road industrial area mangaluru,560,G524-KNX LJNK ,UBID-000124,1.0,False,
factories,fac_63,BIZ-00063,M/s Ganesh Lodging 63 Traders,"No 63, Main Road, Industrial Area, Mangaluru",560063,ABCDE0063F,29ABCDE0063F1Z1,Owner 63,5510,Lodging,Mangaluru,2023-01-30|2023-04-30|2023-07-29|2023-10-27|2024-01-25|2024-04-24,inspection:2023-01-30|inspection:2023-04-30|inspection:2023-07-29|inspection:2023-10-27|inspection:2024-01-25|inspection:2024-04-24|closure:2025-06-11,2025-06-11,m s ganesh lodging 63,no 63 main road industrial area mangaluru,560,M225-M S KNX LJNK ,UBID-000124,1.0,False,
pollution,pol_63,BIZ-00063,M/s Ganesh Lodging 63 Enterprises,"No 63, Main Road, Industrial Area, Mangaluru",560063,ABCDE0063F,29ABCDE0063F1Z1,Owner 63,5510,Lodging,Mangaluru,2023-02-01|2023-05-02|2023-07-31|2023-10-29|2024-01-27|2024-04-26,inspection:2023-02-01|inspection:2023-05-02|inspection:2023-07-31|inspection:2023-10-29|inspection:2024-01-27|inspection:2024-04-26|closure:2025-06-11,2025-06-11,m s ganesh lodging 63,no 63 main road industrial area mangaluru,560,M225-M S KNX LJNK ,UBID-000124,1.0,False,
electricity,ele_63,BIZ-00063,Sri Ganesh Lodging 63 Traders,"No 63, Main Road, Industrial Area, Mangaluru",560063,ABCDE0063F,29ABCDE0063F1Z1,Owner 63,5510,Lodging,Mangaluru,2023-02-02|2023-05-03|2023-08-01|2023-10-30|2024-01-28|2024-04-27,inspection:2023-02-02|inspection:2023-05-03|inspection:2023-08-01|inspection:2023-10-30|inspection:2024-01-28|inspection:2024-04-27|closure:2025-06-11,2025-06-11,ganesh lodging 63,no 63 main road industrial area mangaluru,560,G524-KNX LJNK ,UBID-000124,1.0,False,
electricity,ele_63_dup,BIZ-00063,Sri aGnesh Lodging 63 Traders,"Door 63, Industrial Area, Mangaluru",560063,ABCDE0063F,29ABCDE0063F1Z1,Owner 63,5510,Lodging,Mangaluru,2023-02-02|2023-05-03|2023-08-01|2023-10-30|2024-01-28|2024-04-27,inspection:2023-02-02|inspection:2023-05-03|inspection:2023-08-01|inspection:2023-10-30|inspection:2024-01-28|inspection:2024-04-27|closure:2025-06-11,2025-06-11,agnesh lodging 63,door 63 industrial area mangaluru,560,A252-AKNX LJNK ,UBID-000124,1.0,False,
shops,sho_64,BIZ-00064,Bnagalore Restaurant 64 Pvt Ltd,"No 64, Main Road, Industrial Area, Belagavi",560064,ABCDE0064F,29ABCDE0064F1Z2,Owner 64,5610,Restaurant,Belagavi,2023-01-14|2023-04-07|2023-07-13|2023-10-11|2024-01-09|2024-04-08,inspection:2023-01-14|inspection:2023-04-07|inspection:2023-07-13|inspection:2023-10-11|inspection:2024-01-09|inspection:2024-04-08|renewal:2024-04-12|renewal:2025-04-26,,bnagalore restaurant 64,no 64 main road industrial area belagavi,560,B524-BNKLR RSTRNT ,UBID-000125,1.0,False,
factories,fac_64,BIZ-00064,Sri Bangalore Restaurant 64 Enterprises,"Door 64, Industrial Area, Belagavi",560064,ABCDE0064F,29ABCDE0064F1Z2,Owner 64,5610,Restaurant,Belagavi,2023-01-13|2023-04-13|2023-07-12|2023-10-10|2024-01-08|2024-04-07,inspection:2023-01-13|inspection:2023-04-13|inspection:2023-07-12|inspection:2023-10-10|inspection:2024-01-08|inspection:2024-04-07|renewal:2024-04-24|renewal:2025-04-07|renewal:2026-04-25,,bangalore restaurant 64,door 64 industrial area belagavi,560,B524-BNKLR RSTRNT ,UBID-000125,1.0,False,
pollution,pol_64,BIZ-00064,Bangalore Restaurant 64 Traders,"Plot 64, Main Road, Belagavi",560064,ABCDE0064F,29ABCDE0064F1Z2,Owner 64,5610,Restaurant,Belagavi,2023-01-15|2023-04-15|2023-07-14|2023-10-17|2024-01-10|2024-04-09,inspection:2023-01-15|inspection:2023-04-15|inspection:2023-07-14|inspection:2023-10-17|inspection:2024-01-10|inspection:2024-04-09,,bangalore restaurant 64,plot 64 main road belagavi,560,B524-BNKLR RSTRNT ,UBID-000125,1.0,False,
electricity,ele_64,BIZ-00064,Bangalore Restaurant 64,"No 64, Main Road, Industrial Area, Belagavi",560064,ABCDE0064F,,Owner 64,5610,Restaurant,Belagavi,2023-01-16|2023-04-16|2023-07-15|2023-10-13|2024-01-11|2024-04-10,inspection:2023-01-16|inspection:2023-04-16|inspection:2023-07-15|inspection:2023-10-13|inspection:2024-01-11|inspection:2024-04-10|electricity_bill:2025-12-31|electricity_bill:2026-02-04|electricity_bill:2026-03-03|electricity_bill:2026-04-04|electricity_bill:2026-05-04,,bangalore restaurant 64,no 64 main road industrial area belagavi,560,B524-BNKLR RSTRNT ,UBID-000125,0.998,False,
shops,sho_65,BIZ-00065,Shri Unity Bakery 65 Pvt Ltd,"No 65, Main Road, Industrial Area, Bengaluru",560065,ABCDE0065F,29ABCDE0065F1Z3,Owner 65,1071,Bakery,Bengaluru,2023-01-05|2023-04-05|2023-07-04,inspection:2023-01-05|inspection:2023-04-05|inspection:2023-07-04|renewal:2024-04-24|renewal:2026-04-12,,unity bakery 65,no 65 main road industrial area bengaluru,560,U531-UNT BKR ,UBID-000126,1.0,False,
factories,fac_65,BIZ-00065,Sri Unity Bakery 65 LLP,"65 Main Rd, Ind Area, Bengaluru",560065,ABCDE0065F,29ABCDE0065F1Z3,Owner 65,1071,Bakery,Bengaluru,2023-01-04|2023-04-04|2023-07-03,inspection:2023-01-04|inspection:2023-04-04|inspection:2023-07-03|renewal:2024-04-27|renewal:2025-04-18,,unity bakery 65,65 main rd ind area bengaluru,560,U531-UNT BKR ,UBID-000126,1.0,False,
pollution,pol_65,BIZ-00065,Shri Unity Bakery 65,"No 65, Main Road, Industrial Area, Bengaluru",560065,ABCDE0065F,29ABCDE0065F1Z3,Owner 65,1071,Bakery,Bengaluru,2023-01-06|2023-04-06|2023-07-05,inspection:2023-01-06|inspection:2023-04-06|inspection:2023-07-05|filing:2026-05-05,,unity bakery 65,no 65 main road industrial area bengaluru,560,U531-UNT BKR ,UBID-000126,1.0,False,
electricity,ele_65,BIZ-00065,Shri Unity Bakery 65 Pvt Ltd,"No 65, Main Road, Industrial Area, Bengaluru",560065,ABCDE0065F,29ABCDE0065F1Z3,Owner 65,1071,Bakery,Bengaluru,2023-01-07|2023-04-07|2023-07-06,inspection:2023-01-07|inspection:2023-04-07|inspection:2023-07-06|electricity_bill:2025-09-07|electricity_bill:2025-10-07|electricity_bill:2025-11-01|electricity_bill:2025-12-02|electricity_bill:2026-01-05|electricity_bill:2026-02-04|electricity_bill:2026-03-04|electricity_bill:2026-03-31|electricity_bill:2026-05-02,,unity bakery 65,no 65 main road industrial area bengaluru,560,U531-UNT BKR ,UBID-000126,1.0,False,
shops,sho_66,BIZ-00066,Shri Udupi Retail 66 Retails,"No 66, Main Road, Industrial Area, Mysuru",560066,ABCDE0066F,,Owner 66,4711,Retail,Mysuru,2023-01-14|2023-04-14|2023-07-13,inspection:2023-01-14|inspection:2023-04-14|inspection:2023-07-13|renewal:2024-04-23|renewal:2026-04-07,,udupi retail 66 retails,no 66 main road industrial area mysuru,560,U316-UTP RTL RTLS,UBID-000127,0.5,False,
factories,fac_66,BIZ-00066,Sri Udupi Retail 66 LLP,"No 66, Main Road, Industrial Area, Mysuru",560066,ABCDE0066F,29ABCDE0066F1Z4,Owner 66,4711,Retail,Mysuru,2023-01-06|2023-04-13|2023-07-12,inspection:2023-01-06|inspection:2023-04-13|inspection:2023-07-12|renewal:2025-04-17,,udupi retail 66,no 66 main road industrial area mysuru,560,U316-UTP RTL ,UBID-000128,1.0,False,
factories,fac_66_dup,BIZ-00066,Sri Uduip Retail 66 LLP,"66 Main Rd, Ind Area, Mysuru",560066,ABCDE0066F,29ABCDE0066F1Z4,Owner 66,4711,Retail,Mysuru,2023-01-06|2023-04-13|2023-07-12,inspection:2023-01-06|inspection:2023-04-13|inspection:2023-07-12|renewal:2025-04-17,,uduip retail 66,66 main rd ind area mysuru,560,U316-UTP RTL ,UBID-000128,1.0,False,
pollution,pol_66,BIZ-00066,M/s Udupi Retail 66 LLP,"No 66, Main Road, Industrial Area, Mysuru",560066,ABCDE0066F,29ABCDE0066F1Z4,Owner 66,4711,Retail,Mysuru,2023-01-15|2023-04-15|2023-07-14,inspection:2023-01-15|inspection:2023-04-15|inspection:2023-07-14|filing:2026-05-05,,m s udupi retail 66,no 66 main road industrial area mysuru,560,M231-M S UTP RTL ,UBID-000129,1.0,False,
electricity,ele_66,BIZ-00066,Shri Uudpi Retail 66,"No 66, Main Road, Industrial Area, Mysuru",560066,ABCDE0066F,29ABCDE0066F1Z4,Owner 66,4711,Retail,Mysuru,2023-01-16|2023-04-16|2023-07-15,inspection:2023-01-16|inspection:2023-04-16|inspection:2023-07-15|electricity_bill:2025-06-07|electricity_bill:2025-07-04|electricity_bill:2025-08-05|electricity_bill:2025-09-02|electricity_bill:2025-10-04|electricity_bill:2025-11-04|electricity_bill:2025-12-04|electricity_bill:2026-01-01|electricity_bill:2026-02-02|electricity_bill:2026-03-04|electricity_bill:2026-04-02|electricity_bill:2026-05-01,,uudpi retail 66,no 66 main road industrial area mysuru,560,U316-TP RTL ,UBID-000129,1.0,False,
